Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,Title,LastActivityDate,Tags,AnswerCount,CommentCount,FavoriteCount
69907,1,,2008-09-16T00:00:00.000Z,4,1072,5662,5662,2008-09-16T00:00:00.000Z,"What is your favourite 3rd party WinForms.Net graphing tool, and why?",2009-12-04T00:00:00.000Z,"[.net, winforms, graph]",7,0,
69913,1,69984,2008-09-16T00:00:00.000Z,1019,90836,10778,1427098,2013-04-06T00:00:00.000Z,Why don't self-closing script tags work?,2017-08-17T00:00:00.000Z,"[javascript, html, internet-explorer, xhtml]",10,12,139
69917,1,,2008-09-16T00:00:00.000Z,4,3546,5885,63550,2009-12-29T00:00:00.000Z,How do you do paged lists in JavaServer Faces?,2009-12-29T00:00:00.000Z,"[java, web-services, jsf, paging]",5,0,1
69918,1,,2008-09-16T00:00:00.000Z,2,6499,11170,11170,2008-09-16T00:00:00.000Z,MS Access - what are the lowest required permissions for the backend file and for the folder containing it,2011-02-11T00:00:00.000Z,[ms-access],4,0,
69923,1,69953,2008-09-16T00:00:00.000Z,12,8898,4213,,2008-09-16T00:00:00.000Z,Stored procedures reverse engineering,2011-10-27T00:00:00.000Z,"[database, stored-procedures, reverse-engineering, legacy]",8,0,4
69926,1,,2008-09-16T00:00:00.000Z,0,2102,,50776,2011-12-24T00:00:00.000Z,Get the current mouse coordinates,2011-12-24T00:00:00.000Z,"[c, winapi, mouse, lcd]",5,1,1
69927,1,69990,2008-09-16T00:00:00.000Z,7,1255,10433,,2008-09-16T00:00:00.000Z,Best way for a Swing GUI to communicate with domain logic?,2017-07-04T00:00:00.000Z,"[java, user-interface, swing]",3,0,2
69928,1,113120,2008-09-16T00:00:00.000Z,2,2922,952,,2008-09-16T00:00:00.000Z,WPF: Org Chart TreeView Conditional Formatting,2008-09-22T00:00:00.000Z,"[wpf, xaml]",2,0,
69930,1,,2008-09-16T00:00:00.000Z,14,2236,8056,50776,2012-12-05T00:00:00.000Z,Hidden Markov Models,2012-12-05T00:00:00.000Z,"[statistics, state-machines, hidden-markov-models, markov-models]",4,2,4
69934,1,70027,2008-09-16T00:00:00.000Z,130,111333,680,625403,2013-06-06T00:00:00.000Z,Set 4 Space Indent in Emacs in Text Mode,2017-03-16T00:00:00.000Z,"[emacs, indentation]",19,4,57
69959,1,78444,2008-09-16T00:00:00.000Z,1,861,5385,2432317,2013-12-02T00:00:00.000Z,PostgreSQL DbLink Compilation on Solaris 10,2013-12-02T00:00:00.000Z,"[postgresql, dblink]",2,1,
69979,1,69995,2008-09-16T00:00:00.000Z,1,2668,11324,,2008-09-16T00:00:00.000Z,Can I implement a web user authentication system in python without POST?,2008-10-15T00:00:00.000Z,"[python, authentication, cgi]",6,0,1
69982,1,70698,2008-09-16T00:00:00.000Z,6,1756,1943957,1026,2008-09-16T00:00:00.000Z,Writing a Firefox plugin for parsing a custom client-side language,2015-03-18T00:00:00.000Z,[firefox],4,0,1
69998,1,70049,2008-09-16T00:00:00.000Z,65,68764,,,2008-09-16T00:00:00.000Z,Tabs and spaces in vim,2017-02-24T00:00:00.000Z,"[vim, vi]",6,0,42
70004,1,70030,2008-09-16T00:00:00.000Z,10,8863,11333,-1,2017-05-23T00:00:00.000Z,Using Lisp in C#,2014-04-01T00:00:00.000Z,"[c, lisp]",6,0,2
70013,1,70630,2008-09-16T00:00:00.000Z,211,135262,11234,5472865,2016-09-20T00:00:00.000Z,How to Detect if I'm Compiling Code With Visual Studio 2008?,2017-08-12T00:00:00.000Z,"[c, visual-studio, visual-studio-2008]",7,0,93
70047,1,,2008-09-16T00:00:00.000Z,1,791,10934,2954,2008-09-16T00:00:00.000Z,How to programmatically normalize music tags?,2008-09-16T00:00:00.000Z,"[algorithm, text, music]",7,0,2
70053,1,,2008-09-16T00:00:00.000Z,6,670,7122,18651,2011-11-10T00:00:00.000Z,Is there a cross-language TDD solution?,2013-08-27T00:00:00.000Z,"[unit-testing, tdd, cross-language]",4,1,2
70072,1,,2008-09-16T00:00:00.000Z,12,10453,4491,,2008-09-16T00:00:00.000Z,When should you use java stored procedures with an Oracle database ... what are the drawbacks?,2011-07-21T00:00:00.000Z,"[java, oracle, stored-procedures, plsql]",8,0,4
70074,1,70231,2008-09-16T00:00:00.000Z,3,1934,11284,59844,2009-10-04T00:00:00.000Z,Ruby exception inheritance with dynamically generated classes,2009-10-05T00:00:00.000Z,"[ruby, exception, metaprogramming]",4,2,0
70090,1,77292,2008-09-16T00:00:00.000Z,4,2511,11384,,2008-09-16T00:00:00.000Z,visually customize autocomplete in Wicket,2008-09-16T00:00:00.000Z,"[autocomplete, wicket]",2,0,1
70096,1,70138,2008-09-16T00:00:00.000Z,5,10151,,322020,2010-09-27T00:00:00.000Z,How do I programmatically convert mp3 to an itunes-playable aac/m4a file?,2014-04-25T00:00:00.000Z,"[ruby, mp3, aac, m4a]",7,0,3
70098,1,70259,2008-09-16T00:00:00.000Z,3,569,4422,,2008-09-16T00:00:00.000Z,Is it bad to load many managed DLL's without using any types in them?,2009-01-04T00:00:00.000Z,"[c, .net, dll, inversion-of-control, spring.net]",4,0,2
70109,1,70128,2008-09-16T00:00:00.000Z,7,33582,9024,,2008-09-16T00:00:00.000Z,DropDownList doesn't postback on SelectedIndexChanged,2016-08-25T00:00:00.000Z,"[asp.net, drop-down-menu]",4,0,1
70123,1,,2008-09-16T00:00:00.000Z,2,669,11355,458741,2012-04-30T00:00:00.000Z,Re-using soft deleted records,2012-04-30T00:00:00.000Z,"[database-design, soft-delete]",5,0,
70140,1,70173,2008-09-16T00:00:00.000Z,8,7354,10841,10841,2008-09-16T00:00:00.000Z,What do the flags in a Maildir message filename mean?,2015-03-31T00:00:00.000Z,"[imap, maildir]",2,0,
70143,1,70591,2008-09-16T00:00:00.000Z,6,7196,716,716,2008-09-16T00:00:00.000Z,Merge multiple xslt stylesheets,2009-06-23T00:00:00.000Z,[xslt],5,0,2
70150,1,78260,2008-09-16T00:00:00.000Z,14,2161,1242,,2008-09-16T00:00:00.000Z,What attributes help runtime .Net performance?,2008-09-17T00:00:00.000Z,"[.net, performance, runtime]",3,0,5
70153,1,1172765,2008-09-16T00:00:00.000Z,3,7182,5055,246246,2013-10-24T00:00:00.000Z,Whats the best way to store and retrive postal addresses using a sql server database and the .NET framework?,2013-10-24T00:00:00.000Z,"[.net, sql-server, regex, street-address, postal-code]",2,0,
70161,1,653098,2008-09-16T00:00:00.000Z,47,8286,11414,11414,2009-03-19T00:00:00.000Z,How to read values from numbers written as words?,2016-12-29T00:00:00.000Z,"[algorithm, language-agnostic, parsing, numbers, nlp]",12,6,23
70169,1,70204,2008-09-16T00:00:00.000Z,25,33559,184,1816580,2015-08-14T00:00:00.000Z,How to highlight source code in HTML?,2017-01-15T00:00:00.000Z,"[html, syntax-highlighting]",9,1,10
70170,1,70186,2008-09-16T00:00:00.000Z,2,862,518,598,2008-09-16T00:00:00.000Z,In a client-server application: How to send to the DB the user's application password?,2008-09-16T00:00:00.000Z,"[java, oracle, security, passwords]",5,0,
70197,1,,2008-09-16T00:00:00.000Z,2,5612,11420,63550,2014-01-09T00:00:00.000Z,Visual Basic 6.0 to VB.NET declaration,2014-01-09T00:00:00.000Z,"[vb.net, vb6, declaration]",5,0,1
70216,1,70253,2008-09-16T00:00:00.000Z,207,182852,11429,,2008-09-16T00:00:00.000Z,What's the purpose of META-INF?,2017-02-16T00:00:00.000Z,"[java, meta-inf]",12,1,57
70232,1,,2008-09-16T00:00:00.000Z,3,6709,,,2008-09-16T00:00:00.000Z,Multithreading or green threading in actionscript?,2009-04-30T00:00:00.000Z,"[multithreading, actionscript]",4,0,1
70258,1,,2008-09-16T00:00:00.000Z,2,540,2759376,773690,2012-06-22T00:00:00.000Z,Compiling gdb for armv6,2012-06-22T00:00:00.000Z,[gdb],3,0,1
70269,1,70937,2008-09-16T00:00:00.000Z,5,6013,5007,5007,2009-05-06T00:00:00.000Z,Silverlight 2 Drag and Drop tutorials,2012-06-13T00:00:00.000Z,[silverlight],4,0,2
70272,1,70296,2008-09-16T00:00:00.000Z,53,91768,1500,2680216,2013-11-03T00:00:00.000Z,Single Form Hide on Startup,2017-06-06T00:00:00.000Z,"[c, vb.net, winforms]",21,0,20
70292,1,70502,2008-09-16T00:00:00.000Z,2,258,4491,4491,2008-09-16T00:00:00.000Z,When should you use standard html tags/inputs and when should you use the asp.net controls?,2008-09-16T00:00:00.000Z,"[c, asp.net, html, visual-studio, webforms]",2,0,
70303,1,70375,2008-09-16T00:00:00.000Z,61,31000,3834,3834,2014-09-24T00:00:00.000Z,"How do you implement GetHashCode for structure with two string, when both strings are interchangeable",2014-09-24T00:00:00.000Z,"[c, hashtable]",14,2,8
70313,1,,2008-09-16T00:00:00.000Z,19,20014,,691409,2014-06-04T00:00:00.000Z,What is the best way to integrate TFS version control,2016-02-23T00:00:00.000Z,"[xcode, version-control, tfs]",6,1,4
70318,1,70771,2008-09-16T00:00:00.000Z,5,19477,11477,1452289,2014-09-19T00:00:00.000Z,rake db:migrate doesn't detect new migration?,2015-04-02T00:00:00.000Z,"[ruby-on-rails, activerecord, migration]",4,0,1
70324,1,70358,2008-09-16T00:00:00.000Z,1277,555880,11193,2928276,2016-04-22T00:00:00.000Z,Java inner class and static nested class,2017-08-04T00:00:00.000Z,"[java, inner-classes]",22,1,584
70347,1,70658,2008-09-16T00:00:00.000Z,12,17428,3279,,2008-09-16T00:00:00.000Z,Zlib-compatible compression streams?,2017-02-16T00:00:00.000Z,"[c, compression, zlib]",8,0,3
70361,1,70422,2008-09-16T00:00:00.000Z,2,1174,832,,2008-09-16T00:00:00.000Z,ASP.NET Custom Control Styling,2008-09-16T00:00:00.000Z,"[asp.net, styles, custom-server-controls]",2,0,
70366,1,,2008-09-16T00:00:00.000Z,2,2158,7873,2126792,2014-02-27T00:00:00.000Z,cvs error on checkin,2014-02-27T00:00:00.000Z,"[version-control, cvs]",4,0,1
70371,1,70396,2008-09-16T00:00:00.000Z,5,2479,11334,1463,2009-04-03T00:00:00.000Z,"Asp.net MVC routing ambiguous, two paths for same page",2009-04-03T00:00:00.000Z,"[asp.net-mvc, routing]",4,0,3
70377,1,71150,2008-09-16T00:00:00.000Z,12,3215,11387,14444,2009-03-23T00:00:00.000Z,Remove VSMacros80 directory,2010-11-23T00:00:00.000Z,"[visual-studio, visual-studio-2005]",4,0,2
70386,1,1213583,2008-09-16T00:00:00.000Z,8,7492,11449,123,2008-10-01T00:00:00.000Z,Icons on menus of MFC Feature Pack classes,2009-08-07T00:00:00.000Z,"[mfc, mfc-feature-pack]",5,1,2
70389,1,70553,2008-09-16T00:00:00.000Z,1,2093,8633,,2008-09-16T00:00:00.000Z,What is the Simplest Tomcat/Apache Connector (Windows)?,2008-09-16T00:00:00.000Z,"[windows, apache, tomcat, connector]",2,0,1
70392,1,7991722,2008-09-16T00:00:00.000Z,13,4510,11438,164901,2010-03-29T00:00:00.000Z,Is there a distributed VCS that can manage large files?,2017-07-08T00:00:00.000Z,"[version-control, dvcs, large-files]",7,0,5
70397,1,76143,2008-09-16T00:00:00.000Z,2,1021,11284,,2008-09-16T00:00:00.000Z,How should Rails models containing database and non-database datasources be broken up?,2008-09-16T00:00:00.000Z,"[ruby-on-rails, ruby]",4,0,
70402,1,70631,2008-09-16T00:00:00.000Z,252,138699,1688440,501557,2013-07-09T00:00:00.000Z,Why is quicksort better than mergesort?,2017-08-19T00:00:00.000Z,"[algorithm, sorting, language-agnostic, quicksort, mergesort]",27,9,162
70405,1,70436,2008-09-16T00:00:00.000Z,62,104736,432,,2008-09-16T00:00:00.000Z,Does C# have a String Tokenizer like Java's?,2016-12-14T00:00:00.000Z,"[c, string, parsing]",11,1,6
70417,1,81072,2008-09-16T00:00:00.000Z,2,9785,11498,3486029,2014-04-08T00:00:00.000Z,Intermittent error when attempting to control another database in VBA,2014-04-08T00:00:00.000Z,"[ms-access, access-vba]",3,1,
70446,1,70498,2008-09-16T00:00:00.000Z,7,1139,10322,-1,2017-05-23T00:00:00.000Z,Which ruby interpreter are you looking forward to?,2013-07-20T00:00:00.000Z,"[ruby, jruby, ironruby, rubinius, yarv]",5,0,2
70450,1,70536,2008-09-16T00:00:00.000Z,28,9296,8446,716,2008-09-20T00:00:00.000Z,Is it worth encrypting email addresses in the database?,2014-09-01T00:00:00.000Z,"[security, email, encryption]",10,0,5
70453,1,70507,2008-09-16T00:00:00.000Z,11,51063,11372,1324019,2012-06-06T00:00:00.000Z,Which Scripting language is best?,2017-02-20T00:00:00.000Z,"[linux, scripting]",21,1,9
70455,1,70525,2008-09-16T00:00:00.000Z,26,34741,11333,316194,2012-03-13T00:00:00.000Z,Cross-server SQL,2016-09-22T00:00:00.000Z,"[sql, sql-server, tsql, linked-server, cross-server]",8,0,5
70460,1,,2008-09-16T00:00:00.000Z,3,445,1688440,,2008-09-16T00:00:00.000Z,Can we achieve 100% decoupling?,2009-08-10T00:00:00.000Z,"[design, language-agnostic]",12,0,
70471,1,70535,2008-09-16T00:00:00.000Z,47,33619,227,1737819,2014-01-30T00:00:00.000Z,(no) Properties in Java?,2016-03-24T00:00:00.000Z,"[java, getter-setter]",12,0,5
70482,1,70594,2008-09-16T00:00:00.000Z,6,438,9784,,2008-09-16T00:00:00.000Z,How do you unit-test code that interacts with and instantiates third-party COM objects?,2008-11-14T00:00:00.000Z,"[delphi, unit-testing, com, mocking]",3,0,1
70487,1,81477,2008-09-16T00:00:00.000Z,1,548,11432,11432,2009-05-15T00:00:00.000Z,Mono's DateTime Serialization,2009-05-15T00:00:00.000Z,"[.net, datetime, mono, remoting]",2,0,
70501,1,74711,2008-09-16T00:00:00.000Z,0,1916,7724,1983854,2013-05-23T00:00:00.000Z,Exposing nested arrays to COM from .NET,2013-05-23T00:00:00.000Z,"[.net, com, vb6, marshalling, tlbexp]",2,0,1
70513,1,70977,2008-09-16T00:00:00.000Z,15,18783,,-1,2017-05-23T00:00:00.000Z,What is the easiest way to wrap a raw .aac file into a .m4a container,2016-07-14T00:00:00.000Z,"[containers, aac, m4a]",3,1,11
70516,1,,2008-09-16T00:00:00.000Z,1,415,966,,2008-09-16T00:00:00.000Z,What is the correct way of getting the start and end date of a ISO week number in TSQL?,2008-09-16T00:00:00.000Z,"[tsql, iso, datetime]",2,0,
70524,1,70617,2008-09-16T00:00:00.000Z,3,1078,4787,,2008-09-16T00:00:00.000Z,How does a Rails developer talk to Flex front ends?,2009-11-11T00:00:00.000Z,"[ruby-on-rails, flex]",7,0,2
70528,1,70900,2008-09-16T00:00:00.000Z,402,251002,1943957,2521769,2013-12-28T00:00:00.000Z,Why are Python's 'private' methods not actually private?,2016-08-24T00:00:00.000Z,"[python, python-2.7, encapsulation, information-hiding]",10,7,161
70529,1,70657,2008-09-16T00:00:00.000Z,102,32704,6984,834176,2013-02-15T00:00:00.000Z,Counting occurrences in Vim without marking the buffer changed,2015-09-17T00:00:00.000Z,[vim],6,0,16
70537,1,71087,2008-09-16T00:00:00.000Z,9,4354,11193,512251,2012-05-13T00:00:00.000Z,Cheat single inheritance in Java?,2015-12-06T00:00:00.000Z,"[java, oop, inheritance]",12,1,5
70554,1,70580,2008-09-16T00:00:00.000Z,6,508,2846,,2008-09-16T00:00:00.000Z,How to conduct blackbox testing on an AJAX application?,2008-09-16T00:00:00.000Z,"[java, .net, javascript, ajax, testing]",2,0,
70560,1,70656,2008-09-16T00:00:00.000Z,12,3873,2077,,2008-09-16T00:00:00.000Z,How do I compare phrases for similarity?,2008-09-16T00:00:00.000Z,"[algorithm, full-text-search]",4,0,7
70573,1,70598,2008-09-16T00:00:00.000Z,19,21285,11372,2766176,2008-12-03T00:00:00.000Z,What's the best online source to learn Perl?,2011-09-02T00:00:00.000Z,[perl],11,2,17
70575,1,,2008-09-16T00:00:00.000Z,3,10447,11554,1782,2008-09-21T00:00:00.000Z,Virtual Constructors,2013-02-20T00:00:00.000Z,"[virtual, constructor, scenarios]",9,2,1
70577,1,70616,2008-09-16T00:00:00.000Z,28,50873,11372,1288,2012-03-08T00:00:00.000Z,Best online resource to learn Python?,2012-03-08T00:00:00.000Z,[python],21,0,120
70579,1,79022,2008-09-16T00:00:00.000Z,1491,328505,6093,426671,2017-03-22T00:00:00.000Z,What are valid values for the id attribute in HTML?,2017-05-09T00:00:00.000Z,[html],21,6,203
70587,1,,2008-09-16T00:00:00.000Z,4,2539,11505,,2008-09-16T00:00:00.000Z,What are your most important console aliases?,2016-02-24T00:00:00.000Z,"[bash, console, alias]",23,0,6
70600,1,,2008-09-16T00:00:00.000Z,0,164,,,2008-09-16T00:00:00.000Z,Logging image downloads,2008-09-18T00:00:00.000Z,"[session, download]",5,0,
70602,1,70901,2008-09-16T00:00:00.000Z,69,29934,6910,,2008-09-16T00:00:00.000Z,What is the minimum client footprint required to connect C# to an Oracle database?,2015-06-09T00:00:00.000Z,"[c, oracle, client]",8,3,53
70614,1,70765,2008-09-16T00:00:00.000Z,102,40936,6414,4751173,2016-07-10T00:00:00.000Z,GNU Screen Survival Guide,2016-11-08T00:00:00.000Z,[gnu-screen],19,3,118
70625,1,70777,2008-09-16T00:00:00.000Z,0,276,11574,,2008-09-16T00:00:00.000Z,Refactoring two basic classes,2008-09-16T00:00:00.000Z,"[cultureinfo, regioninfo]",7,0,
70643,1,72091,2008-09-16T00:00:00.000Z,4,1842,5025,5025,2008-11-21T00:00:00.000Z,Setting Excel Number Format via xlcFormatNumber in an xll,2008-11-21T00:00:00.000Z,"[c, excel, xll]",1,0,
70653,1,70915,2008-09-16T00:00:00.000Z,5,9484,11563,996815,2016-03-04T00:00:00.000Z,Python Authentication API,2016-03-04T00:00:00.000Z,"[python, authentication, desktop]",6,0,5
70661,1,70802,2008-09-16T00:00:00.000Z,4,3341,48310,,2008-09-16T00:00:00.000Z,What is GNU Screen?,2017-04-29T00:00:00.000Z,[gnu-screen],1,0,5
70668,1,70740,2008-09-16T00:00:00.000Z,6,15772,11538,,2008-09-16T00:00:00.000Z,VMWare Server: Best way to backup images,2010-01-25T00:00:00.000Z,"[backup, vmware, virtualization]",5,0,2
70681,1,463862,2008-09-16T00:00:00.000Z,2,2035,11596,11596,2011-07-22T00:00:00.000Z,Python Psycopg error and connection handling (v MySQLdb),2011-07-22T00:00:00.000Z,"[python, mysql, psycopg2]",2,1,
70682,1,,2008-09-16T00:00:00.000Z,13,12527,8516,8516,2009-03-11T00:00:00.000Z,What is the VTable Layout and VTable Pointer Location in C++ Objects in GCC 3.x and 4.x?,2016-08-13T00:00:00.000Z,"[c, g]",3,3,1
70685,1,,2008-09-16T00:00:00.000Z,0,1221,384,,2008-09-16T00:00:00.000Z,Getting Generated HTML in a WCF service,2008-09-16T00:00:00.000Z,"[c, wcf]",3,0,
70689,1,71399,2008-09-16T00:00:00.000Z,647,262380,11581,300311,2012-07-09T00:00:00.000Z,What is an efficient way to implement a singleton pattern in Java?,2017-07-12T00:00:00.000Z,"[java, singleton, design-patterns]",30,10,430
70694,1,72207,2008-09-16T00:00:00.000Z,1,1536,8741,164901,2010-03-06T00:00:00.000Z,Task Scheduler Problem Starting MSSQLSERVER,2010-03-06T00:00:00.000Z,"[sql-server, sql-server-2005, scheduled-tasks]",2,0,
70705,1,99954,2008-09-16T00:00:00.000Z,15,4052,6314,164901,2010-04-04T00:00:00.000Z,How to write a linter?,2010-04-04T00:00:00.000Z,"[coding-style, verilog, syntax-checking]",7,0,5
70721,1,71493,2008-09-16T00:00:00.000Z,0,1166,11612,881229,2014-01-23T00:00:00.000Z,Oracle Client Upgrade from 9 to 10,2014-01-23T00:00:00.000Z,[oracle],2,0,
70724,1,72835,2008-09-16T00:00:00.000Z,1,853,,,2008-09-16T00:00:00.000Z,Packaging up Tomcat,2009-01-18T00:00:00.000Z,"[java, web-applications, tomcat]",5,0,3
70728,1,70754,2008-09-16T00:00:00.000Z,1,142,11473,,2008-09-16T00:00:00.000Z,How do you keep search engines from indexing text ads?,2015-01-29T00:00:00.000Z,"[search-engine, ads]",1,0,
70732,1,70962,2008-09-16T00:00:00.000Z,3,613,1730,3440302,2014-04-23T00:00:00.000Z,Implements several interfaces with conflict in signatures,2014-04-23T00:00:00.000Z,"[java, collections]",3,0,1
70742,1,71141,2008-09-16T00:00:00.000Z,0,13457,6910,,2008-09-16T00:00:00.000Z,How do I list Oracle Apps profile options in PL/SQL?,2011-09-01T00:00:00.000Z,"[c, oracle, configuration]",4,0,
70753,1,71063,2008-09-16T00:00:00.000Z,2,1517,11605,4761806,2015-06-03T00:00:00.000Z,Open-source radix/mtrie implementation in C?,2015-06-03T00:00:00.000Z,"[c, algorithm, data-structures]",2,0,
70755,1,70831,2008-09-16T00:00:00.000Z,4,1457,4830,,2008-09-16T00:00:00.000Z,Do you use the Inductive User Interface pattern in Windows Forms?,2010-01-28T00:00:00.000Z,"[.net, winforms, user-interface, usability]",3,0,2
70756,1,,2008-09-16T00:00:00.000Z,4,5759,4021,1810429,2014-06-07T00:00:00.000Z,"What is the difference between precedence, associativity, and order?",2015-05-07T00:00:00.000Z,"[c, arithmetic-expressions]",3,0,2
70758,1,76264,2008-09-16T00:00:00.000Z,11,13809,10186,10186,2008-09-16T00:00:00.000Z,Does anyone know of a way of hiding a column in an asp.net listview?,2016-12-14T00:00:00.000Z,"[asp.net, listview]",7,0,
70762,1,70836,2008-09-16T00:00:00.000Z,5,479,1764,1764,2008-09-16T00:00:00.000Z,What is the license for unlicensed material?,2008-09-16T00:00:00.000Z,[licensing],2,4,
70773,1,108918,2008-09-16T00:00:00.000Z,38,23617,11589,1221236,2015-12-14T00:00:00.000Z,pthread_cond_wait versus semaphore,2016-04-03T00:00:00.000Z,"[c, multithreading, semaphore]",4,2,33
70779,1,71527,2008-09-16T00:00:00.000Z,3,2901,7473,322020,2010-09-27T00:00:00.000Z,How do I quickly do something in Rmagick to test it work,2014-04-23T00:00:00.000Z,"[ruby, rmagick]",4,0,4
70781,1,1041384,2008-09-16T00:00:00.000Z,8,992,11562,5300967,2015-10-27T00:00:00.000Z,What do you think of Model-driven Software Development?,2015-10-27T00:00:00.000Z,"[model-driven-development, mdsd]",8,0,3
70782,1,70803,2008-09-16T00:00:00.000Z,2,1233,,996815,2016-03-04T00:00:00.000Z,How to get a http file metadata?,2016-03-04T00:00:00.000Z,[http],2,0,1
70785,1,84955,2008-09-16T00:00:00.000Z,2,4520,7292,108348,2010-05-23T00:00:00.000Z,What is the best way to use Ext JS as part of Java / Spring / Hibernate based web application?,2010-05-23T00:00:00.000Z,"[java, javascript, extjs]",5,0,2
70797,1,70833,2008-09-16T00:00:00.000Z,294,693753,1384652,6083675,2016-05-31T00:00:00.000Z,Python: user input and commandline arguments,2017-06-15T00:00:00.000Z,"[python, input, command-line-arguments]",11,2,64
70811,1,70919,2008-09-16T00:00:00.000Z,3,3218,11538,11538,2008-09-16T00:00:00.000Z,VMWare Server: Virtual Hard Drive Type,2012-07-26T00:00:00.000Z,"[performance, ide, vmware, hard-drive, scsi]",2,0,1
70816,1,,2008-09-16T00:00:00.000Z,29,14274,,24995,2011-03-08T00:00:00.000Z,Using Asp.Net MVC with SharePoint,2012-07-02T00:00:00.000Z,"[asp.net-mvc, sharepoint]",6,2,17
70842,1,70848,2008-09-16T00:00:00.000Z,6,24737,6974,1459996,2017-02-27T00:00:00.000Z,Execute program from within a C program,2017-02-27T00:00:00.000Z,"[c, linux]",6,1,6
70850,1,70893,2008-09-16T00:00:00.000Z,1,1945,2974,2766176,2008-11-18T00:00:00.000Z,What is this strange C code format?,2009-02-19T00:00:00.000Z,"[c, formatting]",9,0,1
70855,1,,2008-09-16T00:00:00.000Z,285,300763,11190,13295,2011-10-22T00:00:00.000Z,How can one use multi threading in PHP applications,2017-07-06T00:00:00.000Z,"[php, multithreading]",16,4,160
70880,1,70905,2008-09-16T00:00:00.000Z,10,1355,8446,4618308,2016-12-24T00:00:00.000Z,deleting a buffer through a different type of pointer?,2016-12-24T00:00:00.000Z,"[c, pointers, memory-management]",10,0,1
70890,1,,2008-09-16T00:00:00.000Z,0,907,,21234,2009-08-21T00:00:00.000Z,Extracting text from a PDF using JBoss Richfaces,2009-08-21T00:00:00.000Z,"[java, ajax, jsf, seam, richfaces]",3,0,1
70909,1,70933,2008-09-16T00:00:00.000Z,13,15320,,,2008-09-16T00:00:00.000Z,Hibernate mapping a composite key with null values,2017-02-15T00:00:00.000Z,"[java, hibernate]",6,1,5
70917,1,91987,2008-09-16T00:00:00.000Z,2,1615,8766,,2008-09-16T00:00:00.000Z,missing WMI namespace on Vista/Server 2008,2008-09-18T00:00:00.000Z,"[internet-explorer, namespaces, wmi]",1,2,
70947,1,70976,2008-09-16T00:00:00.000Z,61,382410,8418,1505120,2015-09-05T00:00:00.000Z,How can I refresh all the pivot tables in my excel workbook with a macro?,2016-03-18T00:00:00.000Z,"[vba, excel-vba, refresh]",10,0,15
70956,1,71790,2008-09-16T00:00:00.000Z,14,9207,6308,,2008-09-16T00:00:00.000Z,Exclude certain pages from using a HTTPModule,2013-08-23T00:00:00.000Z,"[.net, asp.net]",3,0,1
70964,1,,2008-09-16T00:00:00.000Z,1,5391,,,2008-09-16T00:00:00.000Z,Algorithm to determine Daylight Saving Time of a date?,2008-09-30T00:00:00.000Z,"[java, actionscript]",1,0,2
70992,1,71499,2008-09-16T00:00:00.000Z,19,49323,48310,-1,2017-05-23T00:00:00.000Z,"Hibernate (JPA) how to do an eager query, loading all child objects",2014-02-22T00:00:00.000Z,"[java, hibernate, jpa, ejbql]",7,0,8
70993,1,71105,2008-09-16T00:00:00.000Z,8,3595,909,21234,2012-01-22T00:00:00.000Z,Testing ladder logic,2012-01-22T00:00:00.000Z,"[testing, logic, plc]",4,0,5
71000,1,71072,2008-09-16T00:00:00.000Z,4,7255,11673,,2008-09-16T00:00:00.000Z,Help in creating Zip files from .Net and reading them from Java,2015-06-25T00:00:00.000Z,"[java, .net, interop, zip]",6,0,1
71022,1,71045,2008-09-16T00:00:00.000Z,239,313383,11703,1270504,2014-08-12T00:00:00.000Z,SQL MAX of multiple columns?,2017-03-03T00:00:00.000Z,"[sql, sql-server, tsql]",19,0,73
71030,1,1193664,2008-09-16T00:00:00.000Z,42,42033,1113,1113,2008-09-16T00:00:00.000Z,Can I add maven repositories in the command line?,2016-09-07T00:00:00.000Z,"[java, maven-2, build-process]",7,0,11
71031,1,,2008-09-16T00:00:00.000Z,1,1125,7050,,2008-09-16T00:00:00.000Z,Managing large volumes of data - stored procedures or datasets or other...?,2013-03-13T00:00:00.000Z,"[c, database]",3,0,
71036,1,214558,2008-09-16T00:00:00.000Z,19,4667,11710,11710,2008-09-18T00:00:00.000Z,SCRUM - non cooperative team members,2014-06-12T00:00:00.000Z,[scrum],15,1,8
71057,1,71116,2008-09-16T00:00:00.000Z,4,1868,11708,2766176,2008-11-21T00:00:00.000Z,Is there a good obfuscater for Perl code?,2014-05-15T00:00:00.000Z,"[perl, obfuscation]",15,2,1
71065,1,71350,2008-09-16T00:00:00.000Z,0,3357,2387,56338,2010-08-26T00:00:00.000Z,Migrating from Stingray Objective Toolkit,2011-02-03T00:00:00.000Z,"[user-interface, mfc, stingray]",3,0,
71069,1,71086,2008-09-16T00:00:00.000Z,57,15573,7483,453590,2013-07-25T00:00:00.000Z,Can Maven be made less verbose?,2017-07-27T00:00:00.000Z,[maven-2],5,0,5
71074,1,199319,2008-09-16T00:00:00.000Z,394,235523,4639,2678454,2016-01-14T00:00:00.000Z,How to remove Firefox's dotted outline on BUTTONS as well as links?,2017-01-13T00:00:00.000Z,"[css, firefox]",23,1,142
